pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
0.40176,1.62701;4.44158,0.457755,0.132116,0.203682,2.33106,0.1,0.30531,3.78641,1.4736,0.88405,10.0,0.239183,6.08185,10.0
2.48601,1.63043;0.1,0.29196,0.1,1.97933,0.1,0.117435,0.1,9.6909,0.152841,7.44837,2.65551,10.0,9.82363,0.441992
0.404671,1.63483;10.0,0.304354,10.0,0.135754,10.0,0.1,0.1,9.45037,10.0,5.47825,10.0,0.1,5.5387,10.0
2.49398,1.63271;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.442381,10.0,2.77089,10.0,10.0,0.1
0.402818,1.63638;0.1,0.277988,0.1,0.46224,10.0,10.0,0.226608,0.210953,10.0,0.1,1.64933,0.84479,3.53484,2.45157
2.48755,1.64217;0.1,0.387343,0.1,0.1,0.1,10.0,0.1,0.752901,0.150274,0.182864,10.0,0.156163,0.1,0.603942
0.404955,1.64432;10.0,0.126515,0.197323,0.115345,10.0,0.996047,0.405342,0.308614,0.103176,0.1,10.0,0.370467,3.90781,6.65058
2.50113,1.63955;0.170597,0.46473,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,10.0,2.77089,10.0,10.0,0.599179
0.401538,1.64522;10.0,0.1,0.197019,0.1,10.0,0.113379,0.111091,1.44573,0.146765,0.107707,10.0,0.187447,3.98008,6.59389
2.48152,1.64889;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.442381,10.0,2.77089,10.0,9.82363,0.1
0.401657,1.65474;0.1,0.314864,0.575319,0.1,10.0,0.1,7.52419,0.505835,3.00973,0.1,0.169218,9.55095,6.09725,0.836729
2.48948,1.65323;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.119737,7.44837,2.77089,10.0,10.0,0.194699
0.40224,1.65741;0.210963,0.630647,0.687521,0.260168,9.49024,0.708371,0.1,1.84684,0.171658,0.1,0.466177,0.1,5.30957,0.343467
2.49101,1.66112;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,7.44837,2.77089,10.0,10.0,0.1
0.403665,1.66241;2.0399,6.09611,1.95764,1.31982,10.0,0.1,0.159964,6.87759,0.1,1.99888,10.0,0.1,1.97218,0.349206
2.49066,1.66269;0.100257,0.299307,0.1,1.97933,0.1,0.105741,0.127974,10.0,0.1,7.31404,2.44484,10.0,10.0,0.727978
0.402965,1.66641;10.0,0.203498,0.218411,2.03914,9.21727,0.1,7.36851,0.1,10.0,0.959786,10.0,0.557489,4.58578,10.0
2.49403,1.66634;0.1,0.29196,0.1,1.77213,0.1,0.227991,0.1,10.0,0.104375,5.31991,2.30494,8.67111,8.76635,0.313944
0.400186,1.67355;8.88882,0.1,0.1,2.03914,0.673813,0.933613,4.24147,0.108434,0.1,0.1,10.0,0.107065,4.58578,9.30313
2.4795,1.67467;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,7.31404,2.44484,7.91631,10.0,0.163063
0.402661,1.67782;3.38946,0.174054,0.393372,0.1,3.80554,0.283375,0.1,1.61363,0.1,1.50236,8.71808,0.950377,3.89709,6.44368
2.46517,1.68018;0.1,0.29196,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,7.44837,2.77089,10.0,10.0,0.372258
0.400828,1.68116;10.0,0.321632,0.1,0.1,10.0,0.1,0.1,0.1,0.141855,0.1,10.0,0.257724,3.9074,6.44368
2.3983,1.68055;0.1,0.340414,0.1,0.1,0.1,10.0,0.1,0.1,0.22558,4.9454,10.0,0.1,10.0,0.10465
2.46715,1.68365;0.1,0.29196,0.1,1.97933,0.1,0.122277,0.1,10.0,0.1,7.44837,2.77089,10.0,10.0,0.243427
2.50394,1.68006;0.1,0.29196,0.124992,1.97933,0.101133,0.293804,0.109729,10.0,0.223093,10.0,1.58339,1.68999,10.0,0.1
0.403396,1.68876;10.0,0.1,0.1,0.1,10.0,0.7831,0.264786,0.701177,0.1,0.1,10.0,0.370467,3.90781,6.76938
2.22421,1.68556;0.1,0.317416,0.1,0.149971,0.103677,10.0,0.216002,0.220215,0.350904,0.136836,10.0,0.1,5.98713,0.373249
2.48927,1.68175;0.1,0.29196,0.124992,1.97933,0.101133,0.293804,0.109729,10.0,0.223093,10.0,1.62356,1.53641,10.0,0.364939
0.402818,1.6938;10.0,0.1,0.1,2.03914,0.1,1.62272,9.07268,0.1,0.1,0.929068,10.0,0.1,4.58578,10.0
1.57975,1.69396;0.115569,0.214244,0.1,1.25511,0.138063,10.0,0.1,0.1,10.0,0.1,10.0,1.98325,0.1,0.191239
1.62472,1.69257;3.18848,2.95918,0.1,10.0,0.1,0.1,0.1,0.173863,0.1,10.0,0.66914,1.36076,1.70793,0.304296
1.66062,1.6876;0.1,0.182149,0.982802,1.38084,0.1,6.5387,0.119652,10.0,1.54415,10.0,0.1,0.159808,10.0,0.1
1.66043,1.6943;0.266853,0.29196,0.611019,1.937,0.1,0.231903,0.119845,10.0,0.159736,8.61215,2.44484,10.0,10.0,0.1
1.86505,1.6936;0.228087,0.514284,0.1,0.967874,0.359591,10.0,0.1,7.66761,3.79849,0.1,4.29142,10.0,7.27581,0.1
1.87381,1.68896;0.157512,0.267496,0.190344,1.61109,0.194071,0.972726,0.1,10.0,0.708359,3.18139,0.641298,0.13325,6.35424,0.1
1.89388,1.68809;0.1,0.303364,0.1,0.1,0.198599,10.0,0.870794,0.146193,1.26076,0.1,0.1,9.58024,9.60178,2.48936
1.89629,1.69491;0.1,0.165247,0.1,0.607976,0.1,1.39959,0.103957,0.120301,0.117976,10.0,0.174112,10.0,10.0,0.812654
1.92158,1.69856;0.93984,1.66867,0.276792,2.40928,0.1,0.1,0.1,10.0,0.633354,4.23339,0.1,0.839312,2.5161,0.109955
1.94592,1.69307;1.24174,10.0,0.738455,3.16306,1.56749,0.261231,10.0,10.0,0.1,10.0,0.1,0.1,0.1,1.21295
2.03271,1.68797;0.1,0.280502,0.102861,0.191875,0.187316,10.0,0.300512,0.251635,0.1,0.307864,10.0,0.1,10.0,0.989545
2.0404,1.69468;0.1,0.299719,0.113463,0.476877,0.624046,4.5369,0.1,10.0,0.284513,1.1858,0.643337,0.1,3.07072,0.1
2.05411,1.69042;0.563314,1.25476,0.1,5.37231,0.142627,0.196255,0.129003,10.0,0.612707,4.53374,1.46574,0.728877,2.5161,0.1
2.07035,1.6895;0.1,0.334506,0.130837,2.09112,0.142432,10.0,0.281754,10.0,10.0,10.0,0.521745,0.1,5.65448,0.371509
2.09666,1.69063;0.102374,0.320796,0.135052,0.1,0.117476,10.0,0.744023,0.1,0.1,0.128239,1.20247,0.264802,10.0,0.1
2.23947,1.68926;0.1,0.345131,0.120393,0.657301,0.171635,10.0,0.523768,0.372525,0.140743,0.1,2.71101,2.24117,9.55153,0.203498
2.31258,1.69702;0.1,0.340414,0.1,0.501159,0.145745,10.0,0.388971,0.139363,0.543263,7.25006,8.13715,10.0,10.0,0.144122
2.41324,1.69276;0.1,0.29196,0.1,2.06877,0.1,0.106933,0.1,10.0,0.103673,4.57016,2.44484,10.0,8.45634,0.1
2.40962,1.69428;0.1,0.481668,0.328636,2.08667,0.1,10.0,0.106576,10.0,0.1,0.344884,10.0,10.0,0.124483,0.146628
2.43074,1.68746;0.1,0.485909,0.328636,1.68468,0.1,10.0,0.1,10.0,0.129217,1.60235,10.0,10.0,0.1,0.154662
2.43595,1.69322;0.1,0.29196,0.1,1.98595,0.1,0.1,0.1,10.0,0.1,7.70134,2.37434,1.5167,8.45634,0.333441
2.44422,1.69205;0.1,0.485909,0.328636,1.68468,0.1,10.0,0.144294,10.0,0.1,1.60235,9.47498,10.0,0.1,0.1
2.44294,1.6937;0.1,0.29196,0.1,1.97933,0.1,0.195538,0.1,10.0,0.128596,7.22795,2.77089,10.0,10.0,0.378444
2.49563,1.68773;0.1,0.29196,0.1,1.937,0.134025,0.1,0.119845,10.0,0.159736,10.0,2.44484,10.0,10.0,0.1
0.400257,1.69603;2.4375,0.100713,5.3563,1.53299,7.22059,0.155201,0.1,5.09599,0.1,0.1,10.0,0.273807,4.58578,10.0
0.409424,1.69955;10.0,0.1,0.1,0.1,10.0,0.7831,0.264786,0.286371,0.1,0.105289,10.0,0.474148,3.90781,6.76938
0.41153,1.69979;10.0,0.200611,0.206282,2.03914,0.1,1.1661,10.0,0.1,0.109302,0.802438,10.0,0.1,4.58578,10.0
0.416829,1.69781;10.0,0.1,0.1,0.1,10.0,0.458247,0.312966,0.1,0.763949,0.1,9.37856,0.1,3.9074,6.76938
0.420589,1.69858;10.0,0.1,0.183906,2.03914,0.673813,1.1661,10.0,0.137495,0.127791,0.1,10.0,0.1,4.58578,10.0
0.428262,1.69603;10.0,0.1,1.28443,0.155392,10.0,0.395759,0.312966,0.326759,0.219739,0.218088,9.37856,0.1,3.9074,6.76938
0.432462,1.69618;10.0,0.1,0.1,2.03914,3.16699,1.1661,10.0,0.1,0.280849,0.706662,10.0,0.241951,4.58578,10.0
0.438543,1.69699;10.0,0.1,0.1,2.03914,5.18613,1.1661,10.0,0.1,0.1,1.7195,10.0,0.154545,4.58578,10.0
0.444195,1.69814;10.0,0.159468,0.1,2.03914,5.25888,1.1661,10.0,0.1,0.180383,0.706662,10.0,0.241951,4.58578,10.0
0.449101,1.69566;10.0,2.05776,10.0,0.1,1.71784,0.143178,10.0,1.40919,7.61247,0.353398,2.38152,0.111121,1.23225,2.77582
0.453882,1.69743;2.22534,6.09611,0.681071,0.940021,10.0,1.43968,0.1,6.87759,0.1,0.1,10.0,10.0,10.0,0.479427
0.4568,1.69793;0.102753,0.277988,0.1,0.1,1.76019,0.265167,0.905467,0.262149,0.858845,10.0,10.0,0.306396,6.18042,0.1
0.460171,1.6994;9.76928,0.167418,10.0,0.111682,10.0,0.371748,0.191096,0.138375,0.222862,0.140957,9.37856,0.185739,3.9074,6.76938
0.466876,1.69583;0.1,0.293288,0.264707,0.1,10.0,2.74226,0.953073,0.199798,5.50342,0.238269,0.262951,0.499313,3.87857,0.279098
0.473688,1.69578;6.77882,0.1,5.3563,1.26326,7.22059,1.02993,10.0,5.09599,0.1,9.5707,9.59085,0.273807,4.58578,9.8747
0.479242,1.69588;6.77882,0.1,5.3563,1.26326,7.22059,1.02993,10.0,5.09599,0.1,10.0,9.59085,0.273807,4.58578,9.8747
0.482069,1.69819;0.1,0.277988,0.162741,0.1,10.0,3.14465,1.38651,0.18335,7.99396,0.572217,0.484508,0.281721,10.0,0.279098
0.488998,1.69511;0.1,0.277988,0.162741,0.1,10.0,2.74226,0.953073,0.21971,7.99396,0.284312,0.484508,0.281721,10.0,0.279098
0.490652,1.69838;10.0,1.43486,0.1,2.03914,7.22059,1.1661,10.0,0.137495,0.767906,0.189295,10.0,3.7635,4.58578,10.0
0.495979,1.69553;2.22534,6.09611,0.1,0.123823,10.0,3.69437,0.1,6.87759,0.1,0.93937,10.0,0.37974,10.0,0.1
0.504323,1.69718;0.1,0.277988,0.1,0.1,1.76019,0.265167,1.5118,0.1,0.858845,10.0,10.0,0.146128,8.87291,0.391009
0.505979,1.69545;0.1,0.280502,0.119113,0.1,2.81764,0.110035,1.47602,0.251635,0.1,10.0,0.1,0.1,10.0,0.462455
0.511592,1.69617;9.17203,0.111132,0.1,0.1,2.33106,0.1,0.548961,1.22175,0.400335,0.1,10.0,0.115688,6.08185,10.0
0.51587,1.69658;10.0,0.200473,0.241242,0.1,3.46419,0.1,0.660867,0.1,0.400335,0.1,10.0,0.115688,6.08185,10.0
0.521133,1.69742;0.1,0.277988,0.1,0.1,4.08223,0.487987,0.111298,0.144655,0.1,0.710699,9.5461,0.1,10.0,0.367229
0.527342,1.69719;10.0,0.200473,0.731276,0.1,3.46419,0.1,0.1,0.484791,0.1,0.1,10.0,0.115688,6.08185,10.0
0.530364,1.69655;0.1,0.277988,0.162741,0.1,10.0,0.323869,0.410857,0.2796,0.242759,0.204364,7.6272,0.291292,10.0,0.10508
0.536148,1.69739;0.1,0.277988,0.1,0.1,2.75192,0.1,0.242217,0.307061,7.30596,10.0,10.0,0.398734,10.0,0.225174
0.543679,1.69827;0.1,0.277988,0.1,0.1,1.76019,0.203035,0.247405,0.178395,10.0,10.0,0.1,0.184222,10.0,0.1
0.545194,1.69919;0.1,0.277988,0.1,0.100213,3.57934,0.284695,0.242217,0.182068,7.30596,4.94287,10.0,0.260514,10.0,0.225174
0.551122,1.69688;2.22534,6.09611,0.1,0.1,10.0,0.776316,0.1,6.87759,0.1,0.720436,10.0,0.179572,10.0,0.482069
0.555651,1.6982;2.22534,6.09611,0.1,0.1,10.0,0.1,0.1,6.87759,0.1,0.68869,10.0,0.1,7.37275,0.479427
0.563415,1.69619;0.1,0.277988,0.1,0.1,3.57934,0.136126,1.63754,0.1,0.1,0.1,10.0,0.137683,10.0,0.385613
0.567146,1.69666;0.1,0.277988,0.1,0.1,3.57934,0.284695,1.63754,0.1,7.30596,4.94287,4.87062,0.246952,10.0,0.385613
0.573598,1.69845;0.1,0.277988,0.1,0.1,3.32917,0.1,0.1,0.1,10.0,0.367312,0.1,0.130005,7.18226,0.1
0.577485,1.69896;0.1,0.277988,0.1,0.1,3.36142,0.1,1.63236,0.1,10.0,10.0,10.0,0.120318,10.0,0.385613
0.582408,1.69543;0.1,0.277988,0.1,0.46224,10.0,0.1,7.7839,10.0,10.0,10.0,0.770397,0.1,10.0,2.45157
0.587027,1.69824;0.1,0.277988,0.1,0.46224,10.0,0.1,10.0,10.0,4.31494,10.0,1.16872,0.166487,10.0,2.45157
0.590417,1.69834;0.1,0.277988,0.1,0.46224,10.0,0.1,10.0,10.0,10.0,10.0,0.770397,0.11942,10.0,2.45157
0.599464,1.69525;0.1,0.277988,0.1,0.1,3.32917,0.1,1.63236,0.1,10.0,0.999149,0.373869,0.130005,10.0,0.385613
0.602172,1.69512;0.1,0.277988,0.1,0.1,3.32917,0.1,1.63236,0.1,10.0,0.1,0.1,0.130005,10.0,0.385613
0.607701,1.698;0.1,0.277988,0.1,0.1,3.32917,0.1,1.9799,0.1,10.0,0.1,2.52272,1.65943,10.0,0.385613
0.612873,1.69722;0.1,0.277988,0.1,0.1,1.76019,0.13082,1.63236,0.180853,10.0,8.29691,0.24525,0.1,10.0,0.378932
0.616045,1.69951;0.1,0.182149,0.1,0.1,0.1,3.64064,10.0,0.1,4.25447,2.24044,0.543072,0.115871,10.0,0.1
0.621681,1.69498;10.0,2.05776,10.0,0.1,1.71784,0.1,10.0,1.40919,10.0,0.353398,0.1,0.686654,1.23225,2.77582
0.629042,1.69844;0.1,0.277988,0.1,0.1,1.76019,0.1,1.63236,0.1,10.0,10.0,10.0,0.1,10.0,0.385613
0.631531,1.6964;2.22534,6.09611,0.385803,0.1,10.0,0.1,0.181548,0.1,10.0,3.68955,0.1,10.0,10.0,0.711472
0.636204,1.69657;2.22534,6.09611,0.385803,0.187815,10.0,0.1,0.136261,0.327049,6.74026,3.29084,0.1,0.12614,10.0,0.509283
0.641946,1.69638;0.1,0.368375,0.1,0.173079,10.0,3.97265,0.1,10.0,10.0,10.0,0.143155,10.0,10.0,10.0
0.645643,1.69559;2.22534,6.09611,0.385803,0.1,10.0,0.100927,0.1,0.686195,6.75358,1.4968,0.1,0.1,10.0,0.444292
0.654033,1.69676;2.22534,6.09611,0.385803,0.1,10.0,0.18888,0.130699,0.866746,6.86086,0.186439,0.174923,0.506992,10.0,0.444292
0.658911,1.696;10.0,0.1,0.1,0.1,2.671,0.395759,2.71952,0.390856,0.219739,0.100271,9.37856,6.70164,3.9074,6.76938
0.664694,1.69707;0.1,0.277988,0.1,0.1,1.76019,0.1,2.2449,0.1,9.41992,3.72695,0.1,0.393671,7.05554,0.440757
0.6658,1.69819;0.1,0.277988,0.1,0.1,1.76019,0.1,1.63236,0.1,9.41992,2.20844,0.1,0.393671,10.0,0.440757
0.671387,1.69558;2.22534,6.09611,0.385803,0.1,10.0,0.1,0.225188,0.1,10.0,3.7855,0.111007,0.112373,10.0,0.711472
0.679913,1.69951;0.1,0.277988,0.1,0.1,1.83073,0.1,1.63236,0.1,10.0,0.645382,8.5326,10.0,4.78639,0.262033
0.680396,1.69828;2.22534,6.09611,0.385803,0.1,10.0,0.1,0.289,0.111488,10.0,2.82178,0.15623,0.1,10.0,0.711472
0.687643,1.69942;2.22534,6.09611,0.385803,0.1,10.0,0.1,0.181548,0.1,10.0,1.91543,0.111007,0.1,10.0,0.711472
0.692728,1.69633;10.0,0.250165,1.0593,0.1,10.0,0.443836,10.0,4.75587,0.422457,10.0,0.1,0.1,0.1,0.1
0.699117,1.69831;6.87323,10.0,0.1,1.22598,0.279987,0.813116,1.66038,0.1,0.1,3.47051,0.186948,0.123517,0.466718,0.1
0.70229,1.69636;10.0,0.466904,10.0,0.1,10.0,10.0,10.0,4.9932,0.166292,9.35572,10.0,10.0,4.36448,10.0
0.705588,1.69754;10.0,0.150973,1.0593,0.1,10.0,0.443836,10.0,4.75587,0.234094,10.0,0.149456,0.1,0.1,0.1
0.711197,1.69838;10.0,0.485675,10.0,0.1,10.0,10.0,10.0,6.19615,0.1,10.0,10.0,10.0,4.36448,10.0
0.715217,1.69781;10.0,10.0,1.60717,0.1,0.1906,6.29727,10.0,2.96828,1.39629,10.0,0.213057,1.81957,0.1,0.1
0.723199,1.69584;5.22709,10.0,0.165483,0.1,0.1,0.1,8.56959,10.0,5.373,0.1,10.0,10.0,7.5873,0.1
0.725872,1.69684;10.0,0.1,0.11919,0.17693,10.0,0.458247,0.303176,0.148154,0.157819,0.1,3.31521,0.1,3.9074,6.76938
0.731532,1.69943;10.0,0.1,0.1,0.1,10.0,0.373925,0.105857,0.484986,0.1,0.1,3.66015,0.675311,3.90781,6.76938
0.739029,1.69516;10.0,10.0,0.1,10.0,5.91367,0.576701,0.1,10.0,0.134038,7.4912,10.0,0.129531,0.250956,0.1
0.740509,1.69869;10.0,0.502042,0.731276,0.1,3.46419,0.1,0.1,0.1,0.1,0.1,10.0,6.91414,6.08185,10.0
0.748251,1.69786;10.0,0.167929,0.846552,0.1,10.0,0.324097,10.0,2.14563,0.1,10.0,0.149456,0.1,0.1,0.1
0.75213,1.69809;10.0,10.0,0.1,10.0,0.1,0.402434,5.14822,10.0,10.0,0.801607,0.1,1.33921,4.12474,0.1
0.756224,1.69918;5.82739,6.07469,2.44671,0.218163,0.1,1.03597,0.1,10.0,0.1,10.0,10.0,0.218802,7.09931,0.1
0.763156,1.69656;0.625643,0.120295,0.846552,0.1,9.56727,0.1393,10.0,2.14563,0.127479,10.0,0.1,0.1,0.1,0.15691
0.765799,1.69865;0.1,0.1,0.1,0.353458,0.1168,0.1,0.38279,0.1,0.421268,4.14891,10.0,0.342418,10.0,0.1
0.770486,1.69685;4.93709,0.466904,10.0,0.1,10.0,10.0,3.96823,3.65996,0.194869,9.35572,9.24615,10.0,4.34497,10.0
0.778377,1.69902;5.22709,10.0,0.165483,0.1,0.1,0.1,8.56959,10.0,5.373,8.70882,10.0,0.294432,7.5873,0.526776
0.781337,1.69919;0.1,0.1,0.1,0.367848,0.1,0.1,0.303564,0.37144,0.1,2.27861,10.0,0.178991,0.460316,0.1
0.788271,1.70028;0.626357,0.1,0.185986,0.478018,2.29312,10.0,0.128572,0.11792,0.190429,0.136066,0.333367,0.338391,0.344984,0.13991
0.794217,1.69996;10.0,10.0,0.1,0.1,0.1,0.1,10.0,4.54087,0.1,10.0,0.1,0.1,0.1,0.1
0.795562,1.69983;0.1,0.1,0.161196,0.269642,0.285249,0.1,0.1,1.08466,0.1,0.1,0.1,0.536174,3.19286,0.1
0.801682,1.69517;5.22709,10.0,0.204513,0.1,0.1,0.202196,10.0,4.87853,10.0,10.0,10.0,0.618495,10.0,0.423883
0.808684,1.69594;5.22709,10.0,0.220044,0.242203,0.1,0.131376,10.0,4.3083,6.72357,10.0,10.0,0.119438,10.0,0.526776
0.813612,1.69745;10.0,10.0,10.0,7.47295,0.1,10.0,0.1,10.0,0.164432,0.1,10.0,0.640438,1.80145,0.1
0.816444,1.69598;5.22709,10.0,0.165483,0.1,0.346897,0.108445,10.0,0.154725,0.1,0.1,10.0,10.0,10.0,0.130255
0.823218,1.69749;5.22709,10.0,0.165483,0.108096,0.1,1.07387,10.0,0.154725,10.0,9.80927,10.0,2.50889,10.0,0.915203
0.829878,1.69916;5.22709,10.0,0.165483,0.1,0.1,0.1,8.56959,0.175589,5.373,10.0,10.0,0.294432,7.5873,0.526776
0.830665,1.69587;0.1,0.1,0.353659,0.701649,1.36413,10.0,0.768456,10.0,10.0,10.0,0.195808,0.1,0.991324,2.07643
0.839438,1.69711;10.0,10.0,0.1,0.17863,0.1,10.0,0.196839,0.1,0.1,0.183961,10.0,4.16353,10.0,1.318
0.844829,1.69705;5.01894,10.0,0.1,2.01372,0.1,0.215452,10.0,0.1,0.508978,0.1,0.409417,0.184272,0.622613,0.235312
0.845595,1.69531;10.0,10.0,0.1,10.0,0.281235,0.402434,5.14822,0.1,10.0,0.801607,0.128505,1.86001,9.66173,0.1
0.850931,1.69534;0.679682,1.47858,0.1,0.1,0.1,10.0,10.0,0.415952,0.1,0.1,10.0,10.0,7.63977,10.0
0.858086,1.69666;0.11614,0.1,0.1,0.459815,0.439843,0.448623,0.305348,0.1,0.1,0.1,6.91561,0.290546,7.2587,0.452487
0.860151,1.69545;5.2417,7.12493,0.343901,0.1,3.02492,0.1,0.361226,10.0,1.50624,0.1,0.526376,0.571508,10.0,0.1
0.867242,1.69519;5.22709,10.0,0.572136,0.1,0.1,3.21898,10.0,0.1,1.90436,0.1,7.44667,0.1,0.115638,0.1
0.873371,1.69908;0.724602,0.1,0.1,0.1,6.18341,0.203023,0.1,10.0,1.85048,8.96796,5.75222,10.0,0.244665,0.1
0.878767,1.69579;10.0,10.0,0.1,2.08821,0.1,1.74245,0.325212,0.395282,0.461108,0.499531,0.374088,1.41976,10.0,0.427857
0.883472,1.6963;5.22709,10.0,0.572136,0.1,0.1,1.57894,10.0,0.1,2.40025,0.1,8.88388,0.1,0.1,0.1
0.888564,1.69737;0.1,0.1,0.1,0.346,0.347735,0.152957,0.163214,0.1,0.187364,0.1,0.180166,0.1,10.0,0.1
0.890837,1.69627;0.224615,0.440047,0.1,0.127892,0.1,1.24657,0.1,0.142985,10.0,0.108306,10.0,10.0,0.1,0.1
0.896454,1.6971;1.24105,3.42045,0.1,0.958,0.1,2.69717,3.52738,0.40396,7.48166,10.0,0.1,0.1,0.249517,0.743101
0.903361,1.6985;8.9465,0.1,0.416471,0.476758,10.0,0.1,3.78537,1.0721,0.18484,1.39746,0.1,0.902737,3.9074,6.07967
0.908911,1.6951;0.419088,0.29196,0.1,4.26412,0.1,0.606515,2.96952,10.0,0.119934,10.0,0.1,10.0,8.45634,0.1
0.912131,1.70004;0.811873,0.1,0.1,0.1,0.703126,10.0,2.59889,0.1,0.265406,0.288068,0.30326,0.754144,0.1,0.100541
0.917379,1.69849;0.811873,0.1,0.1,0.478018,0.703126,10.0,2.59889,0.1,0.1,0.1,0.224848,0.203525,0.1,0.1
0.922229,1.69744;0.811873,0.1,0.1,0.1,0.703126,10.0,2.59889,0.1,0.1,0.288068,0.30326,0.754144,0.424078,0.1
0.925865,1.69922;0.811873,0.1,0.1,0.122788,0.703126,10.0,2.59889,0.1,0.1,0.412587,0.373196,0.895624,0.547069,0.18847
0.932749,1.6968;4.67638,10.0,1.4829,0.1,0.1,5.1262,5.31989,0.1,0.1,2.92607,10.0,0.1,1.37314,1.13269
0.939127,1.69799;2.07682,10.0,0.638286,0.134628,0.239752,2.0505,10.0,10.0,0.1,10.0,0.163443,0.522755,0.1,0.30072
0.944735,1.69771;2.63288,0.19101,7.06937,0.174402,0.212517,0.1,0.1,0.101189,0.1,0.1,0.865479,1.88433,0.17644,0.1
0.94582,1.69664;3.58184,0.153388,10.0,0.1,0.351533,0.1,0.1,0.101189,0.1,0.1,0.865479,1.88433,0.173578,0.1
0.951815,1.69767;2.63288,0.1,7.06937,0.18619,0.212517,0.1,0.1,0.326875,0.1,0.1,0.865479,1.88433,0.17644,0.1
0.956226,1.69992;0.1,0.1,0.1,1.57937,1.36413,10.0,1.68209,10.0,9.30835,10.0,0.201705,0.1,5.49228,1.26406
0.964189,1.69567;1.90527,0.1,0.194224,0.1,10.0,1.38174,0.1,4.61584,0.1,4.40194,0.350302,0.256532,0.1,0.1
0.965351,1.69682;1.72805,0.1,0.125546,0.178597,0.400256,0.1,0.160966,5.29482,10.0,10.0,0.290401,10.0,3.17279,0.120396
0.972935,1.69688;5.69453,0.1,0.268532,0.1,1.6212,0.209271,0.188103,0.1,0.542383,9.6728,10.0,10.0,0.416644,0.1
0.978689,1.69678;7.36882,0.150593,0.268532,0.1,1.6212,0.3522,0.118233,0.1,0.655433,9.6728,9.516,10.0,0.700654,0.1
0.97971,1.69747;0.228087,0.1,1.05645,0.566876,0.448907,10.0,0.1,5.78842,3.79849,0.1,4.29142,10.0,10.0,10.0
0.988351,1.69632;10.0,0.134816,7.54654,0.1,10.0,3.72974,0.174754,0.1,0.221139,0.889957,0.1,10.0,10.0,10.0
0.990671,1.69858;5.69453,0.1,0.268532,0.1,0.830847,0.1,0.265026,0.1,0.1,10.0,10.0,10.0,1.39234,0.1
0.995948,1.69711;10.0,0.1,0.150321,0.597185,10.0,2.29424,0.1,0.905897,0.1,1.03342,0.1,10.0,10.0,9.44829
1.00333,1.69903;10.0,0.134816,3.4795,0.266234,10.0,3.72974,0.1,2.75293,0.163976,0.889957,0.1,10.0,10.0,10.0
1.00798,1.69719;8.4711,0.1,0.1348,0.1,0.347735,0.261137,0.1,0.260441,0.593743,0.258719,0.1,10.0,7.95785,2.98428
1.01053,1.69934;10.0,0.1,0.1,1.32086,10.0,0.61203,0.1,6.82005,0.1,0.305237,0.52038,10.0,10.0,10.0
1.01935,1.69657;10.0,0.1,0.1,1.91609,9.10423,0.358017,0.1,6.82005,0.1,0.305237,0.52038,10.0,10.0,10.0
1.02016,1.69737;0.742431,0.1,0.354925,0.168137,0.642196,0.1,0.514845,10.0,0.1,0.1,10.0,10.0,0.1,0.1
1.02957,1.69483;10.0,0.804627,0.1,0.1,0.153227,0.1,3.4139,5.77529,0.924204,8.5691,0.115268,10.0,10.0,2.88878
1.03026,1.69899;10.0,1.84494,0.1,0.1,0.1,10.0,1.66038,0.1,0.741567,3.47051,0.144757,0.123517,0.199137,0.102275
1.03981,1.69598;9.1718,0.1,2.52868,1.97933,0.1,0.1,0.424481,10.0,0.1,10.0,10.0,10.0,9.82363,10.0
1.04059,1.69596;10.0,1.68749,2.82244,0.976613,0.1,10.0,0.490025,0.1,1.6919,7.35025,1.09537,0.1,0.1,0.1
1.04863,1.69559;10.0,0.502042,0.731276,0.1,3.46419,10.0,0.97679,0.1,0.1,0.1,0.1,10.0,10.0,10.0
1.05014,1.6976;10.0,0.1,0.148097,0.1,10.0,10.0,2.59889,0.197306,0.1,0.288068,0.1,10.0,2.19656,0.50332
1.05959,1.69549;1.98778,0.368375,0.1,0.1,0.1,10.0,0.143001,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1.06278,1.69918;1.36753,0.1,0.193318,0.398926,0.174425,0.366113,0.1,0.1,0.327342,3.82108,0.247705,10.0,10.0,1.38241
1.06864,1.69672;0.289294,0.1,0.1,0.1,0.640871,10.0,0.1,0.1,10.0,10.0,10.0,0.763011,0.252795,0.1
1.07447,1.7;2.68132,0.317416,0.1,0.155818,0.1,10.0,0.143371,0.312613,1.49279,0.156693,0.220494,0.1,0.705928,0.10506
1.07544,1.69778;8.79224,0.337989,0.1,2.86778,0.167106,10.0,0.52497,0.315998,0.521702,10.0,10.0,10.0,6.21279,10.0
